7392781.7613,35954.2236,636.8530,35.6166,394.6127,184372.2457,19.8588,19.4768,718512.4164,990126.5658,4.9356,89.5046,55.0455,8519.0879,333.7835,489.8829,765.6033,57.6063,488.7793,6707.7649,81539.0694,36382.5763,21941.4026,461.8496,12652.6456,24587.9457,34075.7370,613096.1893,89.1379,4980.8352,692.8434,933150.1461,3.5611,5745.3916,402315.1239,6172.8124,66570.7429,6563.8069,7007.0713,23181.7277,453.6894,63.7329,64.5406,281.9830,3192.8915,31903.8638,960079.1689,282500.7513,282.1447,179137.9555
2649.6309,4422932.6535,733069.2257,999.6488,4426.1385,487.3381,103.4798,7480.6192,84.2015,4665.2408,225.2188,576459.6978,66.1827,46810.5301,26083.7217,14835.1599,4901.3577,4937.9670,3952.1100,4756.4658,64310.8211,914958.0216,843.5738,154179.3700,1585.9297,3553.3147,274518.6620,26.0060,50.2065,78464.9715,867.9594,837.4433,397.7134,21920.2950,67234.9297,16288.7719,148.0521,2683.6137,370.2681,4894.3052,0.0002,6641.6788,401.8647,46.0170,25.7870,4106.1780,97.1013,957.8169,91988.1411,252863.1386
500316.7892,44152.3894,4596407.4063,6.1014,8031.4553,327.7911,51.2139,3974.6871,7143.2262,78754.1973,11.6175,58.1809,740.4467,33.7033,8658.9953,944.3793,93255.4344,83.9462,911199.3083,982.5886,27036.3186,194103.2803,182.5506,13.6626,185.2902,277961.4884,496763.8802,19.4342,47.6324,348.5207,82.8576,139.2602,5591.0345,10.9607,9728.3976,34009.7057,637556.0188,28.7860,47.4351,77.0679,9429.1853,454.1569,865.1996,56.8196,46283.3453,97289.4682,44.1828,430.5503,48.2320,38136.8314
60828.9815,6317.9217,34290.7825,7090423.1631,584.1921,897520.0435,86651.0897,8175.8999,8463.7526,376.8608,284558.5379,2.1848,621.8409,20593.6943,525619.2761,890.6790,9132.3108,54.2645,435.4946,28.1656,194.6957,99.3791,91737.2201,870798.8566,615.4273,707218.0616,2520.5365,436.8967,477.4170,63.0799,61806.5001,93.4790,13264.1620,81.7651,367.1870,36989.1017,57.2293,332.8407,539225.6175,24.8401,9281.7122,70.1150,308559.4006,273.9320,561.3296,3531.5282,55.8410,63468.7712,76837.4209,719981.3477
22192.8015,5848.5590,89.7997,401.9340,7395347.0149,14093.8839,7295.6399,54846.5820,12.8502,847753.3625,63270.6651,156488.2738,52.0420,92837.7215,696.6197,95790.6453,289490.4107,29.0994,104.6993,864135.6662,93.4710,658.6848,479652.2598,9841.4179,280.6886,89486.1521,8014.0638,850387.3529,38440.4223,60451.7463,396.6783,82814.1227,57198.8749,9401.3067,68.7603,801.9897,8156.9573,51749.6050,2104.5454,255.0675,3542.4118,53531.5629,27620.7724,739173.7322,693.3413,744.4018,36019.9274,446893.4659,51413.0724,63410.3621
194847.8690,801316.3876,38203.4224,6593.7965,70.0414,8939532.1778,211.4411,25.5476,45.9442,84.0288,6.2863,18.4292,93.2462,4656.5269,4074.7685,321.7535,38299.0915,87.8079,2640.8455,657288.4102,992348.2213,260349.8471,40.4103,22.1793,206760.9422,622578.3615,928483.8313,954943.2453,359877.9524,89171.7016,10309.5354,35303.2261,7.6547,4817.9882,5629.6968,53.7433,563003.5376,26.2371,403.5149,78062.4771,66.7933,0.6637,70.5741,48.4458,985.8792,48.4297,11861.8562,106.6362,2260.7546,33.2332
72198.2375,83271.7081,908.0640,55257.1599,79278.5806,88991.4619,6788266.1365,2559.0376,21.8298,11.2956,9614.1152,63.1039,523699.2551,55709.7301,16.6208,585826.0372,48885.9500,57.2131,860831.4907,4012.9596,106845.8412,8259.7793,57.9484,1144.6954,7738.3638,19630.0122,851.9621,83.2864,863453.4230,96.3549,348.4587,9026.4830,1284.9380,30.1760,609579.6383,387.2320,99706.2746,216.0696,86744.6789,770278.9890,3.6564,781.2898,7286.9247,70614.2337,1636.1352,842.8420,83402.4024,2.6843,150.0850,44.4726
455.1719,4924.4266,1837.4451,951668.9245,611.6800,2018.1643,54.5795,7801464.0720,26276.8806,30.7931,987239.7665,3.9815,215923.0426,384850.5768,571.8429,1745.2331,81742.4198,4326.5296,74.3210,281530.1254,6830.0959,500092.9657,819.0668,8813.2205,4030.8074,46.4065,697.4037,42095.2813,414742.4156,5.1862,93.7568,892.9198,57.9215,773702.2386,369093.3766,70604.0832,65300.1061,69.2200,38079.4611,187027.8793,103367.1242,40764.3163,43.0413,88.1278,888.8454,55.0465,85960.5484,93808.1489,54056.5429,193114.7501
93700.2204,602554.1661,16858.4504,26.1635,61866.4269,422460.6010,64.0706,70.6450,5033938.0383,37655.0205,89761.1768,0.2722,1707.8980,9897.7405,263.2167,3546.5397,35.2098,349.8419,433955.3683,88755.7481,27.9690,496.6414,0.9136,32672.9430,292.3417,6545.9387,488.0752,3.9056,1717.1190,44105.3024,5062.2404,52488.3102,4337.3290,27540.0045,293.4353,64.2095,3949.4718,803512.9031,532.1837,23.2361,5.2953,81938.6792,2279.5044,920795.6701,263.9491,3386.2962,60.9395,7352.4774,8410.3482,83.6205
17465.1898,13408.7511,868.0445,794441.4482,285549.2889,5154.7008,1597.4935,896243.0971,715.7299,8696815.0115,15762.2164,50173.6233,21.7148,56615.1922,757828.7097,3941.1073,24.1429,342.0248,772.2407,118.8614,95338.2260,22.1093,975007.6861,883.0240,71.5755,195693.9607,48.6230,25395.8499,66.8822,530745.0149,229738.4907,59.2414,44.5900,16.1303,498.9071,139727.2502,562915.4633,33.9920,491.5314,469.8931,6566.2185,9336.4012,64.3703,460.2175,15071.0958,424.2931,894512.9360,66560.9641,38490.7295,58.4567
